transaction_id,fee_amount
31828,92.15
31829,64.7
31830,0.0
31831,48.37
31832,0.0
31833,15.98
31834,42.45
31835,101.28
31836,38.83
31837,90.08
31838,5.38
31839,47.52
31840,61.87
31841,116.25
31842,81.63
31843,46.97
31844,154.73
31845,109.44
31846,41.23
31847,90.27
31848,4.81
31849,45.05
31850,45.09
31851,68.31
31852,55.43
31853,161.56
31854,33.51
31855,7.26
31856,51.62
31857,10.52
31858,32.49
31859,28.73
31860,73.94
31861,22.79
31862,70.35
31863,53.71
31864,51.33
31865,28.43
31866,109.9
31867,76.75
31868,37.21
31869,290.33
31870,94.41
31871,13.15
31872,161.96
31873,55.04
31874,56.02
31875,168.81
31876,32.13
31877,92.8
31878,50.81
31879,48.8
31880,0.16
31881,79.79
31882,24.35
31883,144.6
31884,0.0
31885,106.24
31886,1.98
31887,36.11
31888,139.69
31889,0.86
31890,62.38
31891,30.38
31892,53.43
31893,16.45
31894,0.0
31895,15.6
31896,112.48
31897,10.78
31898,31.56
31899,80.38
31900,129.42
31901,19.59
31902,90.14
31903,9.56
31904,69.6
31905,28.17
31906,28.72
31907,74.2
31908,43.52
31909,80.69
31910,15.64
31911,71.51
31912,136.89
31913,18.59
31914,29.99
31915,176.77
31916,55.71
31917,124.18
31918,26.7
31919,137.72
31920,47.82
31921,13.39
31922,147.34
31923,1.42
31924,67.45
31925,91.64
31926,23.64
31927,62.46
31928,105.17
31929,0.0
31930,0.0
31931,15.62
31932,90.43
31933,81.43
31934,23.75
31935,75.8
31936,16.18
31937,61.46
31938,22.12
31939,102.7
31940,22.12
31941,22.43
31942,7.94
31943,39.34
31944,119.77
31945,58.98
31946,49.7
31947,89.68
31948,6.34
31949,0.2
31950,66.58
31951,48.59
31952,52.52
31953,38.47
31954,61.36
31955,8.26
31956,48.85
31957,115.98
31958,25.6
31959,25.49
31960,68.05
31961,0.0
31962,1.8
31963,37.98
31964,47.76
31965,58.41
31966,77.57
31967,180.52
31968,24.29
31969,66.62
31970,39.95
31971,25.05
31972,96.2
31973,3.36
31974,724.32
31975,27.27
31976,13.17
31977,0.0
31978,0.18
31979,63.4
31980,25.38
31981,49.4
31982,125.85
31983,393.01
31984,22.54
31985,127.66
31986,0.0
31987,3.71
31988,42.21
31989,9.3
31990,48.79
31991,70.59
31992,2.41
31993,64.86
31994,25.66
31995,28.86
31996,24.7
31997,8.66
31998,3.32
31999,130.67
32000,138.03
32001,13.04
32002,40.22
32003,0.0
32004,4.43
32005,46.89
32006,70.76
32007,0.5
32008,72.97
32009,0.0
32010,10.63
32011,0.0
32012,18.79
32013,110.12
32014,151.05
32015,153.73
32016,69.45
32017,387.56
32018,21.41
32019,119.68
32020,121.2
32021,62.57
32022,43.64
32023,91.67
32024,3.79
32025,72.03
32026,4.49
32027,52.97
32028,52.26
32029,25.37
32030,1.98
32031,24.41
32032,2.79
32033,69.98
32034,136.59
32035,6.82
32036,12.43
32037,16.08
32038,22.45
32039,20.56
32040,7.83
32041,16.14
32042,64.11
32043,20.82
32044,22.06
32045,53.5
32046,45.42
32047,241.48
32048,181.88
32049,39.96
32050,8.41
32051,8.82
32052,72.28
32053,92.79
32054,0.0
32055,39.86
32056,9.82
32057,3.07
32058,151.6
32059,11.35
32060,49.64
32061,34.63
32062,60.31
32063,5.9
32064,68.75
32065,33.0
32066,32.91
32067,32.18
32068,61.36
32069,31.06
32070,48.86
32071,79.49
32072,14.25
32073,65.52
32074,32.84
32075,39.55
32076,15.57
32077,66.78
32078,18.77
32079,0.0
32080,24.88
32081,60.11
32082,7.07
32083,62.82
32084,1.48
32085,302.98
32086,93.53
32087,2.08
32088,155.13
32089,11.28
32090,31.35
32091,14.07
32092,105.33
32093,1.93
32094,32.32
32095,122.03
32096,39.74
32097,198.29
32098,94.06
32099,13.55
32100,39.02
32101,13.3
32102,14.05
32103,13.53
32104,46.83
32105,6.01
32106,144.73
32107,28.64
32108,141.17
32109,47.09
32110,38.64
32111,0.0
32112,129.41
32113,124.21
32114,262.03
32115,10.95
32116,13.8
32117,2.52
32118,52.87
32119,76.62
32120,412.34
32121,76.08
32122,32.22
32123,100.4
32124,7.32
32125,19.4
32126,217.81
32127,95.99
32128,61.76
32129,84.49
32130,4.38
32131,182.48
32132,0.0
32133,33.4
32134,374.45
32135,94.11
32136,25.47
32137,43.38
32138,24.65
32139,13.29
32140,229.48
32141,27.69
32142,0.28
32143,41.32
32144,186.07
32145,48.88
32146,53.71
32147,21.93
32148,92.04
32149,27.26
32150,3.72
32151,3.29
32152,32.46
32153,97.41
32154,68.63
32155,42.0
32156,7.73
32157,189.58
32158,16.98
32159,63.7
32160,70.18
32161,7.18
32162,385.47
32163,48.71
32164,1.19
32165,61.67
32166,50.68
32167,26.69
32168,27.78
32169,45.24
32170,48.25
32171,12.26
32172,49.69
32173,73.07
32174,0.0
32175,142.37
32176,145.25
32177,13.17
32178,11.89
32179,23.02
32180,56.4
32181,77.41
32182,63.93
32183,123.66
32184,145.57
32185,64.08
32186,84.85
32187,59.61
32188,76.58
32189,12.61
32190,17.92
32191,23.15
32192,21.8
32193,77.68
32194,25.42
32195,70.17
32196,142.44
32197,5.06
32198,14.14
32199,0.19
32200,87.8
32201,95.32
32202,22.22
32203,28.65
32204,164.65
32205,104.09
32206,28.93
32207,20.13
32208,5.93
32209,21.87
32210,3.52
32211,21.85
32212,103.17
32213,24.87
32214,7.37
32215,6.43
32216,32.76
32217,3.28
32218,228.05
32219,142.28
32220,78.06
32221,0.27
32222,8.94
32223,31.56
32224,27.31
32225,52.93
32226,80.87
32227,0.0
32228,1.1
32229,0.0
32230,283.79
32231,36.78
32232,41.1
32233,67.43
32234,70.78
32235,68.58
32236,3.82
32237,19.76
32238,162.14
32239,25.98
32240,33.06
32241,23.48
32242,74.52
32243,193.22
32244,17.18
32245,104.2
32246,60.43
32247,7.32
32248,75.73
32249,15.58
32250,32.15
32251,132.04
32252,9.04
32253,68.22
32254,74.13
32255,33.55
32256,110.7
32257,50.08
32258,48.34
32259,129.53
32260,69.62
32261,27.33
32262,97.75
32263,58.44
32264,38.67
32265,33.25
32266,72.48
32267,117.03
32268,42.36
32269,63.05
32270,33.46
32271,158.41
32272,91.82
32273,100.67
32274,9.26
32275,21.47
32276,9.38
32277,23.84
32278,84.05
32279,36.18
32280,24.67
32281,58.62
32282,27.88
32283,122.22
32284,45.46
32285,46.82
32286,52.11
32287,108.58
32288,10.29
32289,14.86
32290,152.73
32291,82.29
32292,2.1
32293,16.59
32294,12.7
32295,0.0
32296,100.55
32297,37.37
32298,226.9
32299,234.78
32300,146.74
32301,61.58
32302,217.17
32303,11.06
32304,19.92
32305,32.2
32306,27.47
32307,10.23
32308,16.79
32309,94.75
32310,2.56
32311,59.2
32312,31.0
32313,1.97
32314,36.75
32315,65.31
32316,19.96
32317,102.2
32318,73.78
32319,30.52
32320,6.39
32321,84.14
32322,61.1
32323,19.23
32324,54.3
32325,87.69
32326,25.99
32327,12.83
32328,24.15
32329,43.01
32330,19.66
32331,9.99
32332,19.1
32333,13.94
32334,41.88
32335,29.75
32336,52.97
32337,11.97
32338,7.1
32339,119.52
32340,23.53
32341,38.57
32342,32.75
32343,25.08
32344,88.66
32345,66.67
32346,62.24
32347,107.4
32348,106.84
32349,75.01
32350,215.76
32351,59.41
32352,118.08
32353,70.68
32354,61.97
32355,0.76
32356,1.12
32357,21.79
32358,16.57
32359,12.63
32360,106.6
32361,34.64
32362,14.34
32363,1.07
32364,1.05
32365,9.33
32366,5.56
32367,3.11
32368,1.21
32369,34.34
32370,298.15
32371,0.0
32372,7.49
32373,0.0
32374,48.5
32375,11.95
32376,1.35
32377,4.66
32378,190.34
32379,14.07
32380,0.0
32381,96.36
32382,80.62
32383,10.78
32384,9.45
32385,8.11
32386,19.65
32387,84.6
32388,61.9
32389,4.93
32390,52.87
32391,12.3
32392,6.68
32393,53.64
32394,102.15
32395,132.08
32396,6.45
32397,24.78
32398,39.92
32399,64.51
32400,221.94
32401,13.21
32402,13.0
32403,172.11
32404,13.5
32405,16.68
32406,1.3
32407,49.55
32408,20.09
32409,15.99
32410,221.6
32411,587.01
32412,5.06
32413,194.49
32414,0.0
32415,121.82
32416,28.68
32417,115.62
32418,9.06
32419,69.61
32420,7.7
32421,52.08
32422,244.16
32423,13.05
32424,72.51
32425,65.6
32426,35.6
32427,167.02
32428,8.06
32429,8.73
32430,28.46
32431,27.06
32432,38.45
32433,0.0
32434,89.43
32435,24.05
32436,0.0
32437,58.97
32438,17.04
32439,82.13
32440,2.67
32441,40.8
32442,163.39
32443,10.39
32444,1.62
32445,53.49
32446,7.15
32447,107.92
32448,35.94
32449,56.9
32450,0.81
32451,94.75
32452,26.97
32453,300.77
32454,80.6
32455,27.29
32456,31.02
32457,196.64
32458,68.96
32459,3.94
32460,34.35
32461,60.04
32462,26.22
32463,27.06
32464,134.79
32465,0.0
32466,4.7
32467,25.81
32468,73.9
32469,25.72
32470,34.72
32471,23.43
32472,54.63
32473,6.81
32474,129.9
32475,191.73
32476,231.7
32477,14.83
32478,40.83
32479,4.64
32480,31.56
32481,161.29
32482,85.57
32483,137.75
32484,0.49
32485,98.39
32486,61.97
32487,132.82
32488,44.22
32489,15.27
32490,291.2
32491,32.86
32492,63.74
32493,64.2
32494,58.54
32495,20.84
32496,69.81
32497,32.12
32498,14.5
32499,134.66
32500,164.7
32501,27.64
32502,65.4
32503,0.67
32504,8.75
32505,7.36
32506,11.32
32507,82.61
32508,76.4
32509,84.14
32510,13.11
32511,38.3
32512,312.03
32513,99.85
32514,83.74
32515,164.12
32516,1.06
32517,32.27
32518,7.92
32519,42.22
32520,23.58
32521,2.18
32522,8.38
32523,0.0
32524,62.8
32525,0.0
32526,53.57
32527,4.05
32528,34.36
32529,61.76
32530,10.64
32531,35.26
32532,3.84
32533,25.19
32534,23.64
32535,30.86
32536,21.62
32537,12.01
32538,28.59
32539,13.04
32540,60.29
32541,36.15
32542,11.19
32543,1.8
32544,34.64
32545,33.74
32546,158.33
32547,12.72
32548,23.2
32549,61.89
32550,77.0
32551,80.52
32552,102.3
32553,41.63
32554,96.42
32555,23.96
32556,0.94
32557,108.23
32558,96.08
32559,24.31
32560,23.81
32561,1.23
32562,42.42
32563,218.16
32564,90.57
32565,22.99
32566,113.56
32567,43.97
32568,10.44
32569,33.42
32570,41.94
32571,119.16
32572,54.96
32573,5.13
32574,46.58
32575,1.79
32576,5.48
32577,44.69
32578,33.92
32579,64.88
32580,25.07
32581,35.38
32582,31.0
32583,180.48
32584,124.1
32585,87.2
32586,4.78
32587,4.41
32588,40.95
32589,22.01
32590,49.33
32591,85.9
32592,80.03
32593,379.55
32594,2.15
32595,16.14
32596,100.92
32597,64.67
32598,17.72
32599,13.36
32600,42.76
32601,217.34
32602,22.08
32603,0.0
32604,31.6
32605,0.96
32606,237.61
32607,0.0
32608,226.22
32609,0.0
32610,18.05
32611,29.56
32612,65.79
32613,39.52
32614,42.34
32615,37.06
32616,32.96
32617,39.29
32618,214.06
32619,66.25
32620,194.85
32621,52.47
32622,337.14
32623,0.0
32624,6.51
32625,20.49
32626,10.47
32627,49.14
32628,72.43
32629,20.05
32630,10.09
32631,68.7
32632,279.75
32633,4.97
32634,22.45
32635,9.08
32636,4.95
32637,1.54
32638,0.0
32639,107.77
32640,39.27
32641,72.34
32642,34.95
32643,95.51
32644,134.6
32645,8.57
32646,34.27
32647,3.2
32648,0.0
32649,88.22
32650,21.85
32651,7.0
32652,51.05
32653,43.14
32654,119.14
32655,213.87
32656,49.56
32657,31.0
32658,43.57
32659,18.62
32660,8.29
32661,39.98
32662,116.12
32663,33.54
32664,145.27
32665,12.28
32666,20.36
32667,7.62
32668,50.48
32669,49.65
32670,18.74
32671,228.73
32672,0.0
32673,26.3
32674,238.76
32675,76.8
32676,97.69
32677,97.03
32678,93.82
32679,201.94
32680,44.44
32681,1.07
32682,135.05
32683,24.7
32684,126.07
32685,25.78
32686,20.48
32687,140.52
32688,109.0
32689,95.91
32690,83.39
32691,98.08
32692,48.87
32693,11.59
32694,11.01
32695,32.2
32696,82.35
32697,7.21
32698,0.0
32699,5.25
32700,119.51
32701,69.33
32702,163.37
32703,17.68
32704,3.42
32705,6.36
32706,0.0
32707,40.15
32708,18.58
32709,163.7
32710,15.04
32711,41.71
32712,58.33
32713,28.05
32714,82.6
32715,6.94
32716,88.05
32717,20.18
32718,217.14
32719,56.01
32720,0.13
32721,9.0
32722,97.09
32723,63.08
32724,164.16
32725,217.89
32726,116.09
32727,43.92
32728,83.4
32729,24.32
32730,352.88
32731,4.44
32732,18.93
32733,40.08
32734,25.32
32735,39.06
32736,110.43
32737,48.32
32738,69.8
32739,76.12
32740,89.65
32741,27.8
32742,20.9
32743,85.89
32744,17.07
32745,29.11
32746,74.96
32747,36.32
32748,17.8
32749,34.59
32750,93.62
32751,8.55
32752,51.93
32753,24.86
32754,10.57
32755,0.0
32756,47.63
32757,56.95
32758,48.32
32759,44.51
32760,60.86
32761,0.0
32762,12.86
32763,18.18
32764,0.0
32765,0.0
32766,22.47
32767,48.39
32768,11.05
32769,40.24
32770,7.32
32771,103.22
32772,109.13
32773,20.22
32774,25.08
32775,77.38
32776,97.92
32777,102.66
32778,58.48
32779,112.49
32780,0.0
32781,164.74
32782,35.69
32783,72.4
32784,53.26
32785,20.51
32786,128.53
32787,209.82
32788,6.86
32789,9.64
32790,57.12
32791,257.19
32792,36.12
32793,28.81
32794,7.67
32795,20.04
32796,77.56
32797,80.7
32798,81.62
32799,11.77
32800,30.13
32801,50.16
32802,123.54
32803,8.07
32804,11.06
32805,36.61
32806,147.85
32807,32.32
32808,72.53
32809,17.36
32810,3.95
32811,125.04
32812,17.79
32813,197.75
32814,117.46
32815,0.0
32816,23.54
32817,54.04
32818,79.39
32819,12.69
32820,18.3
32821,60.2
32822,44.51
32823,16.5
32824,30.32
32825,129.98
32826,39.45
32827,15.87
32828,0.0
32829,15.14
32830,0.0
32831,104.32
32832,141.5
32833,84.0
32834,39.62
32835,106.58
32836,2.75
32837,16.47
32838,18.66
32839,81.59
32840,162.27
32841,8.89
32842,26.19
32843,361.18
32844,55.38
32845,134.89
32846,11.79
32847,63.6
32848,40.8
32849,159.24
32850,24.99
32851,69.17
32852,176.67
32853,21.08
32854,0.0
32855,77.39
32856,19.87
32857,23.79
32858,40.49
32859,105.01
32860,14.28
32861,57.3
32862,39.86
32863,0.0
32864,23.08
32865,97.66
32866,315.72
32867,95.2
32868,10.36
32869,132.19
32870,16.43
32871,25.03
32872,16.71
32873,56.57
32874,2.65
32875,23.67
32876,20.06
32877,7.4
32878,29.45
32879,27.16
32880,215.76
32881,97.27
32882,24.76
32883,0.0
32884,54.14
32885,14.85
32886,25.97
32887,39.9
32888,49.66
32889,78.89
32890,222.36
32891,64.29
32892,15.61
32893,51.64
32894,109.62
32895,42.21
32896,58.84
32897,5.85
32898,9.98
32899,31.34
32900,5.26
32901,14.5
32902,141.29
32903,51.79
32904,46.89
32905,33.98
32906,29.98
32907,52.8
32908,0.0
32909,80.55
32910,22.9
32911,8.67
32912,7.67
32913,87.17
32914,32.46
32915,13.47
32916,31.77
32917,44.1
32918,5.73
32919,74.2
32920,119.94
32921,13.84
32922,193.7
32923,39.69
32924,245.02
32925,60.61
32926,3.46
32927,323.28
32928,10.98
32929,101.8
32930,0.91
32931,68.86
32932,217.36
32933,11.06
32934,0.0
32935,74.93
32936,30.01
32937,25.61
32938,28.3
32939,37.1
32940,244.46
32941,3.64
32942,30.69
32943,21.27
32944,68.98
32945,28.16
32946,84.73
32947,9.35
32948,2.98
32949,69.32
32950,131.19
32951,40.27
32952,42.92
32953,131.93
32954,10.0
32955,19.49
32956,67.58
32957,1.33
32958,32.66
32959,34.52
32960,25.5
32961,72.49
32962,10.95
32963,42.44
32964,20.81
32965,18.36
32966,117.21
32967,0.0
32968,19.78
32969,23.77
32970,32.17
32971,2.43
32972,8.1
32973,70.28
32974,3.2
32975,11.83
32976,10.91
32977,272.7
32978,1.04
32979,58.52
32980,262.37
32981,40.35
32982,85.81
32983,241.29
32984,27.39
32985,9.27
32986,12.66
32987,104.89
32988,14.99
32989,97.64
32990,78.63
32991,66.05
32992,96.61
32993,42.74
32994,16.35
32995,3.51
32996,21.85
32997,12.83
32998,35.76
32999,58.68
33000,44.71
33001,6.65
33002,88.47
33003,206.94
33004,0.23
33005,0.0
33006,15.99
33007,26.18
33008,314.24
33009,0.75
33010,77.61
33011,13.48
33012,66.24
33013,117.67
33014,6.38
33015,80.83
33016,97.4
33017,33.8
33018,73.73
33019,34.4
33020,36.39
33021,53.96
33022,39.54
33023,68.97
33024,53.92
33025,36.47
33026,16.47
33027,0.0
33028,68.61
33029,12.01
33030,127.68
33031,5.88
33032,51.39
33033,234.89
33034,34.15
33035,18.4
33036,151.22
33037,177.27
33038,94.55
33039,242.98
33040,38.4
33041,105.5
33042,0.0
33043,2.02
33044,33.71
33045,140.05
33046,280.29
33047,125.75
33048,83.42
33049,20.14
33050,5.94
33051,16.02
33052,55.71
33053,30.8
33054,80.7
33055,94.42
33056,92.98
33057,151.61
33058,44.56
33059,42.38
33060,55.95
33061,28.52
33062,11.35
33063,62.38
33064,24.17
33065,276.48
33066,137.36
33067,1.68
33068,3.64
33069,1.73
33070,151.56
33071,0.0
33072,14.16
33073,195.71
33074,104.3
33075,119.99
33076,16.7
33077,68.99
33078,223.73
33079,5.11
33080,338.22
33081,124.91
33082,265.72
33083,127.22
33084,104.38
33085,15.42
33086,0.0
33087,16.31
33088,4.51
33089,204.59
33090,96.27
33091,37.34
33092,133.44
33093,0.0
33094,36.37
33095,23.34
33096,36.34
33097,64.13
33098,346.29
33099,150.24
33100,9.8
33101,3.91
33102,161.4
33103,36.17
33104,150.92
33105,5.77
33106,22.74
33107,0.0
33108,61.61
33109,73.33
33110,83.39
33111,14.05
33112,11.57
33113,1.42
33114,23.0
33115,327.5
33116,4.22
33117,78.52
33118,28.71
33119,81.72
33120,169.12
33121,22.13
33122,71.32
33123,72.19
33124,73.78
33125,41.47
33126,68.13
33127,212.71
33128,135.61
33129,99.57
33130,181.31
33131,450.4
33132,37.9
33133,0.38
33134,10.64
33135,73.71
33136,125.43
33137,131.85
33138,1.2
33139,26.16
33140,45.04
33141,223.23
33142,107.85
33143,12.03
33144,82.44
33145,65.63
33146,0.41
33147,65.95
33148,122.67
33149,8.12
33150,312.17
33151,0.0
33152,7.99
33153,14.72
33154,91.5
33155,0.76
33156,5.87
33157,7.09
33158,81.71
33159,37.27
33160,38.06
33161,0.81
33162,9.68
33163,1.33
33164,0.26
33165,45.56
33166,195.19
33167,176.26
33168,56.51
33169,0.0
33170,165.44
33171,25.05
33172,24.52
33173,44.38
33174,34.43
33175,22.28
33176,90.06
33177,143.5
33178,86.42
33179,20.92
33180,15.83
33181,20.28
33182,21.72
33183,42.3
33184,5.14
33185,33.46
33186,69.22
33187,53.9
33188,103.96
33189,98.81
33190,0.0
33191,64.95
33192,24.21
33193,18.25
33194,57.97
33195,87.35
33196,28.74
33197,0.0
33198,11.98
33199,5.95
33200,22.33
33201,60.53
33202,60.14
33203,0.0
33204,98.12
33205,177.33
33206,78.04
33207,1.5
33208,55.4
33209,173.91
33210,2.23
33211,21.34
33212,4.38
33213,17.2
33214,13.12
33215,92.39
33216,16.22
33217,18.4
33218,44.39
33219,226.01
33220,37.22
33221,5.51
33222,0.0
33223,22.29
33224,13.93
33225,5.95
33226,31.82
33227,20.13
33228,1.62
33229,11.34
33230,2.52
33231,190.66
33232,27.97
33233,72.49
33234,34.16
33235,79.32
33236,93.2
33237,189.7
33238,60.5
33239,96.86
33240,0.09
33241,36.55
33242,8.84
33243,124.63
33244,26.89
33245,46.18
33246,106.73
33247,48.41
33248,10.75
33249,103.44
33250,0.0
33251,0.0
33252,36.9
33253,4.91
33254,25.34
33255,230.07
33256,10.67
33257,110.47
33258,5.12
33259,35.46
33260,69.93
33261,7.22
33262,86.2
33263,102.12
33264,61.11
33265,30.3
33266,35.0
33267,24.8
33268,240.55
33269,132.1
33270,43.34
33271,31.94
33272,13.67
33273,5.5
33274,53.61
33275,82.31
33276,4.08
33277,12.05
33278,5.29
33279,112.48
33280,0.28
33281,1.65
33282,20.55
33283,94.75
33284,96.66
33285,138.17
33286,30.34
33287,26.07
33288,39.13
33289,0.0
33290,0.0
33291,53.71
33292,20.24
33293,15.47
33294,81.69
33295,0.99
33296,28.76
33297,10.07
33298,156.86
33299,53.81
33300,115.3
33301,18.92
33302,0.0
33303,17.45
33304,71.03
33305,0.0
33306,3.03
33307,87.88
33308,189.54
33309,89.49
33310,10.54
33311,294.07
33312,221.7
33313,1.76
33314,22.62
33315,80.16
33316,16.19
33317,47.88
33318,58.01
33319,133.01
33320,36.88
33321,98.07
33322,23.18
33323,8.81
33324,5.13
33325,92.68
33326,135.12
33327,17.0
33328,7.94
33329,54.91
33330,28.66
33331,417.92
33332,75.02
33333,30.28
33334,75.16
33335,9.86
33336,33.68
33337,20.82
33338,170.77
33339,31.73
33340,25.96
33341,166.86
33342,18.25
33343,21.87
33344,79.21
33345,56.88
33346,40.42
33347,43.42
33348,10.28
33349,170.57
33350,119.89
33351,47.14
33352,81.67
33353,125.79
33354,139.09
33355,4.5
33356,14.32
33357,62.26
33358,34.99
33359,51.76
33360,16.81
33361,131.23
33362,2.08
33363,271.93
33364,81.7
33365,2.61
33366,39.28
33367,9.22
33368,70.92
33369,1.48
33370,9.81
33371,70.09
33372,4.02
33373,14.37
33374,36.03
33375,2.67
33376,63.37
33377,71.03
33378,143.0
33379,3.05
33380,44.85
33381,11.01
33382,193.86
33383,271.33
33384,81.48
33385,70.71
33386,44.96
33387,55.48
33388,22.81
33389,13.8
33390,4.72
33391,1.74
33392,51.22
33393,73.77
33394,66.95
33395,37.86
33396,172.66
33397,7.82
33398,72.8
33399,3.61
33400,86.43
33401,98.37
33402,52.97
33403,0.0
33404,11.1
33405,60.32
33406,8.34
33407,1.52
33408,6.52
33409,30.03
33410,4.03
33411,0.08
33412,149.04
33413,92.4
33414,186.93
33415,2.27
33416,275.17
33417,53.01
33418,13.42
33419,97.31
33420,106.83
33421,89.4
33422,12.37
33423,204.48
33424,84.43
33425,0.0
33426,58.49
33427,0.0
33428,2.16
33429,22.33
33430,139.94
33431,52.2
33432,38.45
33433,41.49
33434,28.92
33435,50.31
33436,22.4
33437,6.41
33438,4.57
33439,19.44
33440,79.61
33441,69.81
33442,36.88
33443,42.44
33444,159.71
33445,107.12
33446,70.43
33447,47.31
33448,49.83
33449,265.47
33450,8.05
33451,2.57
33452,524.74
33453,16.98
33454,20.59
33455,25.68
33456,58.34
33457,5.95
33458,61.28
33459,139.62
33460,128.85
33461,116.88
33462,226.53
33463,6.95
33464,43.59
33465,3.73
33466,12.44
33467,32.82
33468,101.44
33469,80.85
33470,20.69
33471,17.64
33472,34.53
33473,29.06
33474,0.0
33475,79.7
33476,134.34
33477,107.89
33478,16.88
33479,2.63
33480,44.92
33481,23.6
33482,14.02
33483,7.29
33484,40.79
33485,66.08
33486,9.44
33487,174.89
33488,115.73
33489,55.64
33490,126.63
33491,5.42
33492,57.32
33493,142.64
33494,5.67
33495,214.87
33496,25.14
33497,61.13
33498,85.44
33499,26.25
33500,132.93
33501,47.67
33502,8.82
33503,3.61
33504,28.29
33505,81.59
33506,62.16
33507,3.04
33508,0.0
33509,49.37
33510,1.06
33511,0.0
33512,79.1
33513,89.09
33514,36.57
33515,337.14
33516,16.24
33517,20.27
33518,18.74
33519,0.0
33520,127.15
33521,6.43
33522,124.87
33523,57.8
33524,114.37
33525,4.86
33526,6.32
33527,1.82
33528,93.1
33529,2.37
33530,136.79
33531,47.91
33532,0.0
33533,24.84
33534,74.58
33535,5.29
33536,0.0
33537,83.32
33538,178.17
33539,6.08
33540,70.57
33541,119.12
33542,48.09
33543,0.0
33544,2.05
33545,52.16
33546,11.37
33547,13.24
33548,48.83
33549,78.39
33550,17.17
33551,30.91
33552,188.42
33553,55.73
33554,178.87
33555,52.17
33556,0.86
33557,21.37
33558,82.41
33559,0.0
33560,47.41
33561,0.0
33562,87.82
33563,222.96
33564,41.46
33565,15.05
33566,29.53
33567,0.0
33568,9.07
33569,221.78
33570,87.17
33571,0.89
33572,23.93
33573,5.5
33574,4.59
33575,258.95
33576,0.0
33577,73.07
33578,26.83
33579,11.69
33580,156.81
33581,107.37
33582,206.93
33583,8.3
33584,181.36
33585,39.34
33586,73.27
33587,0.0
33588,58.63
33589,47.0
33590,38.76
33591,5.27
33592,117.26
33593,33.51
33594,193.66
33595,40.06
33596,84.03
33597,33.92
33598,13.81
33599,58.29
33600,96.64
33601,130.95
33602,218.45
33603,5.61
33604,20.34
33605,178.37
33606,99.08
33607,115.84
33608,25.46
33609,125.43
33610,30.83
33611,11.59
33612,15.76
33613,131.0
33614,61.83
33615,8.07
33616,121.14
33617,19.03
33618,43.16
33619,112.59
33620,84.18
33621,26.91
33622,9.51
33623,126.21
33624,0.0
33625,9.27
33626,7.5
33627,92.6
33628,0.15
33629,2.98
33630,429.72
33631,6.24
33632,36.01
33633,0.85
33634,80.55
33635,23.28
33636,17.62
33637,45.83
33638,98.2
33639,12.35
33640,2.11
33641,42.8
33642,37.96
33643,94.8
33644,36.27
33645,0.79
33646,1.81
33647,144.43
33648,254.67
33649,1.93
33650,122.11
33651,35.68
33652,0.0
33653,122.23
33654,4.23
33655,69.26
33656,14.61
33657,7.52
33658,294.79
33659,108.35
33660,14.31
33661,16.71
33662,321.84
33663,19.42
33664,41.51
33665,168.07
33666,60.3
33667,5.58
33668,26.17
33669,1.3
33670,87.95
33671,30.52
33672,19.76
33673,47.83
33674,128.39
33675,9.78
33676,88.29
33677,0.19
33678,70.54
33679,12.25
33680,103.27
33681,24.92
33682,43.13
33683,0.0
33684,103.19
33685,70.75
33686,13.21
33687,62.36
33688,101.08
33689,35.42
33690,101.88
33691,0.55
33692,45.96
33693,18.95
33694,0.66
33695,67.43
33696,210.73
33697,27.45
33698,45.24
33699,283.77
33700,195.78
33701,47.69
33702,26.01
33703,4.0
33704,106.25
33705,22.12
33706,115.91
33707,0.0
33708,119.48
33709,95.52
33710,92.9
33711,192.37
33712,19.24
33713,91.74
33714,15.58
33715,223.64
33716,397.87
33717,60.83
33718,23.87
33719,35.13
33720,157.87
33721,68.49
33722,7.81
33723,60.71
33724,231.69
33725,109.26
33726,286.96
33727,11.77
33728,74.54
33729,0.0
33730,29.55
33731,141.27
33732,0.0
33733,111.72
33734,144.43
33735,202.96
33736,53.31
33737,40.05
33738,15.26
33739,6.81
33740,8.68
33741,11.99
33742,0.0
33743,47.48
33744,112.02
33745,99.63
33746,32.45
33747,96.64
33748,110.48
33749,52.63
33750,14.5
33751,94.18
33752,55.05
33753,5.88
33754,18.04
33755,51.55
33756,55.19
33757,154.96
33758,21.79
33759,15.36
33760,11.73
33761,60.58
33762,44.25
33763,56.09
33764,0.0
33765,105.04
33766,20.34
33767,46.69
33768,4.3
33769,6.81
33770,73.57
33771,176.72
33772,16.43
33773,151.1
33774,20.33
33775,0.0
33776,135.09
33777,26.51
33778,3.23
33779,0.0
33780,14.99
33781,17.95
33782,247.9
33783,127.57
33784,177.35
33785,52.18
33786,15.26
33787,298.64
33788,98.32
33789,1.93
33790,229.62
33791,11.99
33792,32.49
33793,41.7
33794,0.0
33795,47.61
33796,0.93
33797,0.0
33798,126.42
33799,41.9
33800,167.52
33801,116.8
33802,0.0
33803,38.52
33804,17.88
33805,139.56
33806,32.8
33807,19.54
33808,27.48
33809,93.05
33810,1.61
33811,5.72
33812,30.32
33813,0.54
33814,1.45
33815,23.19
33816,23.72
33817,1.54
33818,8.49
33819,53.59
33820,37.83
33821,64.91
33822,40.52
33823,306.7
33824,64.46
33825,41.57
