user_id,signup_date,country,device_type,acquisition_channel
1244,2022-09-23,Ghana,iOS,Organic
1245,2022-06-11,Ghana,iOS,Organic
1246,2022-03-28,South Africa,iOS,Ads
1247,2022-02-24,South Africa,Android,Referral
1248,2022-10-15,Kenya,iOS,Ads
1249,2022-06-27,Nigeria,Web,Referral
1250,2022-12-15,South Africa,Android,Referral
1251,2022-01-08,Ghana,Web,Ads
1252,2022-11-17,Ghana,iOS,Ads
1253,2022-11-09,Nigeria,iOS,Organic
1254,2022-09-04,Ghana,Android,Ads
1255,2022-11-19,Ghana,iOS,Organic
1256,2022-09-12,Nigeria,Android,Organic
1257,2022-11-24,Kenya,iOS,Referral
1258,2022-02-23,Ghana,Android,Ads
1259,2022-09-06,South Africa,Web,Ads
1260,2022-08-27,South Africa,Web,Ads
1261,2022-08-17,South Africa,Web,Ads
1262,2022-03-08,Kenya,iOS,Referral
1263,2022-02-20,Ghana,iOS,Referral
1264,2022-04-07,Ghana,Android,Organic
1265,2022-04-02,Kenya,Android,Organic
1266,2022-09-21,Kenya,iOS,Referral
1267,2022-10-18,Nigeria,Web,Organic
1268,2022-04-06,South Africa,iOS,Organic
1269,2022-03-29,Kenya,Web,Organic
1270,2022-03-19,South Africa,Android,Referral
1271,2022-10-15,Nigeria,Android,Referral
1272,2022-04-30,Nigeria,iOS,Ads
1273,2022-10-29,Kenya,Android,Ads
1274,2022-06-14,Ghana,Web,Organic
1275,2022-07-01,Nigeria,iOS,Ads
1276,2022-08-11,South Africa,Web,Ads
1277,2022-11-07,Nigeria,iOS,Ads
1278,2022-01-07,Nigeria,Web,Referral
1279,2022-11-26,South Africa,Android,Ads
1280,2022-09-20,Ghana,Web,Organic
1281,2022-06-10,Kenya,iOS,Referral
1282,2022-05-31,Ghana,iOS,Referral
1283,2022-03-26,Nigeria,iOS,Organic
1284,2022-05-27,Ghana,Android,Referral
1285,2022-04-22,Ghana,Web,Organic
1286,2022-02-05,Nigeria,Web,Referral
1287,2022-10-12,Ghana,Web,Ads
1288,2022-07-07,Kenya,Web,Organic
1289,2022-03-23,Kenya,Web,Ads
1290,2022-01-02,South Africa,Web,Referral
1291,2022-10-30,Ghana,Android,Referral
1292,2022-07-16,Kenya,iOS,Organic
1293,2022-01-11,Kenya,iOS,Organic
1294,2022-08-22,South Africa,Android,Ads
1295,2022-07-14,Ghana,iOS,Organic
1296,2022-04-29,Nigeria,Android,Referral
1297,2022-01-20,Ghana,Android,Referral
1298,2022-09-18,Ghana,Android,Ads
1299,2022-10-20,Ghana,iOS,Organic
1300,2022-09-13,Ghana,Web,Ads
1301,2022-08-10,Kenya,Web,Ads
1302,2022-08-14,Kenya,Android,Referral
1303,2022-02-22,South Africa,Android,Organic
1304,2022-12-21,Kenya,Android,Organic
1305,2022-12-08,Kenya,iOS,Ads
1306,2022-12-30,South Africa,iOS,Referral
1307,2022-10-07,Kenya,Web,Referral
1308,2022-03-22,South Africa,Android,Referral
1309,2022-07-21,South Africa,iOS,Ads
1310,2022-06-07,South Africa,Android,Referral
1311,2022-04-30,Kenya,Web,Ads
1312,2022-02-28,Kenya,Web,Organic
1313,2022-08-03,Kenya,Web,Referral
1314,2022-05-08,Ghana,Android,Referral
1315,2022-08-12,South Africa,iOS,Referral
1316,2022-07-28,Ghana,Web,Referral
1317,2022-04-25,Kenya,Android,Referral
1318,2022-07-28,Nigeria,iOS,Ads
1319,2022-01-14,South Africa,Android,Referral
1320,2022-01-09,Kenya,Web,Ads
1321,2022-02-09,Kenya,Android,Organic
1322,2022-08-25,Ghana,Web,Ads
1323,2022-10-08,Kenya,Web,Organic
1324,2022-12-25,South Africa,Web,Ads
1325,2022-07-20,Nigeria,Web,Referral
1326,2022-09-03,Kenya,Android,Organic
1327,2022-10-05,Ghana,Web,Organic
1328,2022-08-23,Ghana,iOS,Organic
1329,2022-01-04,Kenya,iOS,Referral
1330,2022-06-03,Nigeria,Web,Organic
1331,2022-01-29,Kenya,Web,Organic
1332,2022-04-19,Kenya,Android,Referral
1333,2022-04-08,Ghana,Web,Referral
1334,2022-08-03,South Africa,iOS,Organic
1335,2022-10-20,Ghana,iOS,Organic
1336,2022-03-16,South Africa,iOS,Ads
1337,2022-11-22,Kenya,Android,Ads
1338,2022-05-26,South Africa,Android,Organic
1339,2022-05-08,Kenya,Web,Referral
1340,2022-12-07,South Africa,Android,Organic
1341,2022-02-11,Nigeria,Android,Referral
1342,2022-12-22,South Africa,Android,Organic
1343,2022-02-10,Kenya,iOS,Ads
1344,2022-02-03,Ghana,Android,Organic
1345,2022-01-17,Kenya,Web,Referral
1346,2022-06-14,Nigeria,Android,Organic
1347,2022-06-02,Ghana,Android,Organic
1348,2022-03-17,Ghana,Android,Referral
1349,2022-03-28,Nigeria,Android,Referral
1350,2022-04-27,Kenya,Web,Ads
1351,2022-12-28,Ghana,iOS,Organic
1352,2022-12-08,Nigeria,iOS,Ads
1353,2022-01-27,Nigeria,iOS,Ads
1354,2022-11-09,Ghana,Web,Ads
1355,2022-10-14,Nigeria,Web,Organic
1356,2022-05-14,South Africa,Web,Organic
1357,2022-08-07,Ghana,Android,Organic
1358,2022-06-17,Nigeria,Web,Organic
1359,2022-04-08,Kenya,Web,Referral
1360,2022-09-25,Ghana,Web,Ads
1361,2022-08-25,Nigeria,Web,Ads
1362,2022-11-05,Kenya,Web,Ads
1363,2022-06-22,Nigeria,Android,Organic
1364,2022-07-09,Ghana,iOS,Organic
1365,2022-05-02,Kenya,Web,Organic
1366,2022-02-15,Kenya,Android,Referral
1367,2022-03-05,Nigeria,Web,Referral
1368,2022-05-10,Ghana,Web,Referral
1369,2022-11-06,Ghana,Web,Organic
1370,2022-12-29,Kenya,iOS,Ads
1371,2022-07-12,Nigeria,Android,Organic
1372,2022-11-03,South Africa,Android,Referral
1373,2022-06-30,South Africa,iOS,Organic
1374,2022-10-19,Kenya,Web,Ads
1375,2022-10-09,South Africa,iOS,Organic
1376,2022-01-29,Ghana,Web,Organic
1377,2022-05-29,Kenya,iOS,Organic
1378,2022-09-24,Ghana,Android,Ads
1379,2022-10-23,Nigeria,Web,Organic
1380,2022-01-11,Nigeria,iOS,Organic
1381,2022-06-13,South Africa,iOS,Referral
1382,2022-04-23,Kenya,iOS,Referral
1383,2022-07-06,South Africa,Web,Referral
1384,2022-10-22,Ghana,Android,Referral
1385,2022-08-20,Kenya,Web,Ads
1386,2022-08-15,Kenya,iOS,Ads
1387,2022-11-06,Kenya,Android,Referral
1388,2022-04-08,Ghana,Web,Ads
1389,2022-02-24,Kenya,Web,Referral
1390,2022-04-21,Nigeria,iOS,Referral
1391,2022-06-01,Kenya,Android,Ads
1392,2022-09-03,South Africa,Android,Referral
1393,2022-03-10,Kenya,Web,Organic
1394,2022-11-08,Ghana,Android,Referral
1395,2022-10-16,Kenya,iOS,Organic
1396,2022-09-07,South Africa,Android,Organic
1397,2022-02-05,Ghana,Web,Referral
1398,2022-08-27,Ghana,iOS,Referral
1399,2022-05-28,South Africa,Web,Organic
1400,2022-08-15,Kenya,Android,Organic
1401,2022-09-01,Ghana,Web,Organic
1402,2022-12-03,Kenya,iOS,Organic
1403,2022-12-31,Kenya,iOS,Organic
1404,2022-07-20,Kenya,Web,Organic
1405,2022-06-03,Nigeria,iOS,Ads
1406,2022-03-14,Nigeria,Web,Organic
1407,2022-07-20,Nigeria,iOS,Organic
1408,2022-10-23,South Africa,iOS,Ads
1409,2022-01-17,Nigeria,Android,Organic
1410,2022-05-09,Nigeria,Android,Referral
1411,2022-08-05,Nigeria,Android,Organic
1412,2022-03-02,Kenya,iOS,Ads
1413,2022-04-14,Kenya,Android,Organic
1414,2022-02-11,Ghana,Android,Organic
1415,2022-01-25,Kenya,iOS,Organic
1416,2022-02-08,Nigeria,iOS,Ads
1417,2022-10-18,Kenya,Android,Referral
1418,2022-05-11,Kenya,Android,Organic
1419,2022-08-17,Kenya,Android,Organic
1420,2022-04-18,Kenya,iOS,Ads
1421,2022-06-21,Ghana,Web,Ads
1422,2022-04-12,Kenya,Android,Referral
1423,2022-12-20,Nigeria,iOS,Ads
1424,2022-01-12,Ghana,Web,Referral
1425,2022-10-02,South Africa,Android,Organic
1426,2022-04-11,Nigeria,iOS,Referral
1427,2022-02-13,South Africa,Web,Ads
1428,2022-11-01,Nigeria,Android,Organic
1429,2022-01-17,Nigeria,Web,Ads
1430,2022-11-26,South Africa,Web,Referral
1431,2022-02-26,South Africa,Android,Organic
1432,2022-11-07,Nigeria,Web,Ads
1433,2022-10-30,Kenya,iOS,Referral
1434,2022-01-12,South Africa,Web,Referral
1435,2022-11-14,Kenya,Web,Organic
1436,2022-03-21,Kenya,Android,Referral
1437,2022-08-04,Ghana,Web,Referral
1438,2022-12-05,Ghana,Android,Organic
1439,2022-09-21,Kenya,iOS,Organic
1440,2022-05-29,Kenya,Web,Organic
1441,2022-03-22,Kenya,Android,Referral
1442,2022-08-03,Nigeria,iOS,Organic
1443,2022-07-17,South Africa,Web,Ads
1444,2022-07-19,South Africa,Android,Organic
1445,2022-01-25,Kenya,Web,Organic
1446,2022-03-30,South Africa,Android,Organic
1447,2022-09-25,Ghana,Web,Organic
1448,2022-05-23,Kenya,iOS,Ads
1449,2022-02-28,Ghana,iOS,Ads
1450,2022-12-31,Kenya,iOS,Organic
1451,2022-01-26,South Africa,Android,Ads
1452,2022-02-16,Kenya,Web,Ads
1453,2022-10-15,Nigeria,Web,Ads
1454,2022-09-23,South Africa,iOS,Ads
1455,2022-01-16,South Africa,Web,Organic
1456,2022-07-18,Ghana,Web,Referral
1457,2022-10-09,South Africa,Web,Ads
1458,2022-03-27,Ghana,iOS,Ads
1459,2022-09-07,Ghana,Web,Ads
1460,2022-09-27,Ghana,Web,Referral
1461,2022-12-01,Nigeria,iOS,Organic
1462,2022-04-27,Kenya,Web,Organic
1463,2022-01-07,South Africa,Web,Ads
1464,2022-05-17,Kenya,iOS,Organic
1465,2022-06-25,Ghana,Web,Referral
1466,2022-11-24,South Africa,Web,Organic
1467,2022-11-11,Kenya,iOS,Ads
1468,2022-08-03,South Africa,Android,Organic
1469,2022-03-23,Nigeria,iOS,Organic
1470,2022-08-11,Nigeria,Web,Referral
1471,2022-04-13,Kenya,iOS,Ads
1472,2022-09-30,Kenya,iOS,Organic
1473,2022-01-14,Ghana,iOS,Organic
1474,2022-06-08,Ghana,Android,Organic
1475,2022-06-01,Nigeria,Web,Organic
1476,2022-04-18,Nigeria,Web,Referral
1477,2022-07-07,Ghana,iOS,Referral
1478,2022-10-28,Nigeria,iOS,Ads
1479,2022-04-08,South Africa,Web,Ads
1480,2022-05-11,Nigeria,Android,Referral
1481,2022-10-20,Nigeria,Android,Referral
1482,2022-06-20,Ghana,Web,Referral
1483,2022-07-02,Ghana,iOS,Organic
1484,2022-12-30,Kenya,Web,Ads
1485,2022-02-08,Ghana,iOS,Ads
1486,2022-01-15,Nigeria,iOS,Referral
1487,2022-01-04,South Africa,iOS,Organic
1488,2022-12-15,Ghana,iOS,Ads
1489,2022-07-29,Ghana,Web,Ads
1490,2022-06-10,Kenya,Web,Referral
1491,2022-01-16,Ghana,Android,Referral
1492,2022-04-18,Nigeria,iOS,Referral
1493,2022-11-07,South Africa,iOS,Referral
1494,2022-08-15,Nigeria,Web,Organic
1495,2022-06-19,Nigeria,Web,Ads
1496,2022-02-03,South Africa,Android,Organic
1497,2022-09-08,Ghana,Web,Organic
1498,2022-09-04,Ghana,iOS,Ads
1499,2022-09-26,South Africa,Android,Referral
1500,2022-05-21,Kenya,Android,Ads
1501,2022-10-01,Nigeria,Android,Ads
1502,2022-04-06,Ghana,Web,Ads
1503,2022-08-15,South Africa,Web,Ads
1504,2022-02-08,Ghana,Android,Ads
1505,2022-10-29,South Africa,iOS,Organic
1506,2022-01-29,Kenya,Android,Ads
1507,2022-11-14,Ghana,iOS,Ads
1508,2022-09-02,Nigeria,iOS,Organic
1509,2022-08-24,Nigeria,Web,Organic
1510,2022-07-04,Kenya,Android,Organic
1511,2022-09-29,Ghana,Android,Referral
1512,2022-08-24,Ghana,iOS,Organic
1513,2022-08-27,Kenya,Android,Referral
1514,2022-09-23,South Africa,Web,Referral
1515,2022-12-25,Kenya,iOS,Organic
1516,2022-12-06,Nigeria,Android,Referral
1517,2022-03-06,Nigeria,Android,Organic
1518,2022-06-26,Kenya,Web,Ads
1519,2022-01-03,Kenya,Web,Referral
1520,2022-05-22,South Africa,iOS,Ads
1521,2022-06-07,Kenya,iOS,Organic
1522,2022-11-20,Nigeria,Android,Referral
1523,2022-05-26,Nigeria,iOS,Referral
1524,2022-10-20,Nigeria,iOS,Ads
1525,2022-06-02,Kenya,iOS,Referral
1526,2022-07-12,Nigeria,Web,Referral
1527,2022-03-14,South Africa,Android,Organic
1528,2022-11-01,Ghana,Android,Ads
1529,2022-12-10,South Africa,Web,Ads
1530,2022-05-20,South Africa,Android,Referral
1531,2022-07-06,South Africa,Web,Ads
1532,2022-10-20,Nigeria,Android,Organic
1533,2022-03-02,Ghana,Android,Organic
1534,2022-07-17,Ghana,Android,Organic
1535,2022-10-22,Kenya,Android,Ads
1536,2022-11-15,South Africa,Web,Organic
1537,2022-10-29,Ghana,Web,Organic
1538,2022-12-10,South Africa,Android,Referral
1539,2022-01-11,South Africa,Web,Ads
1540,2022-03-03,Ghana,Android,Ads
1541,2022-11-29,Ghana,Web,Ads
1542,2022-08-14,Kenya,Web,Organic
1543,2022-06-02,Nigeria,Web,Referral
1544,2022-07-18,Kenya,Android,Referral
1545,2022-02-21,Nigeria,Android,Referral
1546,2022-09-17,South Africa,Android,Ads
1547,2022-02-28,Kenya,iOS,Organic
1548,2022-03-13,Ghana,Web,Organic
1549,2022-05-28,Nigeria,Android,Ads
1550,2022-12-15,Kenya,Android,Organic
1551,2022-03-04,Nigeria,Web,Ads
1552,2022-11-06,Nigeria,Android,Ads
1553,2022-08-31,Kenya,iOS,Organic
1554,2022-11-26,Nigeria,Android,Organic
1555,2022-04-17,Ghana,Web,Ads
1556,2022-08-14,Ghana,Android,Ads
1557,2022-11-09,Nigeria,Web,Ads
1558,2022-08-06,South Africa,Web,Referral
1559,2022-08-29,Ghana,Android,Organic
1560,2022-09-16,Kenya,Android,Organic
1561,2022-09-19,Nigeria,iOS,Referral
1562,2022-01-05,Nigeria,Android,Ads
1563,2022-09-18,South Africa,Web,Organic
1564,2022-02-23,South Africa,iOS,Referral
1565,2022-02-16,Kenya,Android,Ads
1566,2022-08-03,Kenya,Android,Organic
1567,2022-06-26,Kenya,Android,Organic
1568,2022-01-09,Nigeria,Android,Referral
1569,2022-04-09,Kenya,iOS,Referral
1570,2022-01-20,South Africa,Android,Ads
1571,2022-08-29,Ghana,Android,Organic
1572,2022-03-02,Nigeria,iOS,Referral
1573,2022-06-27,South Africa,iOS,Ads
1574,2022-12-04,Kenya,Web,Referral
1575,2022-03-03,Ghana,Android,Ads
1576,2022-05-25,Ghana,Android,Ads
1577,2022-08-04,Kenya,Web,Referral
1578,2022-01-03,South Africa,Web,Organic
1579,2022-06-09,Nigeria,iOS,Ads
1580,2022-08-15,Kenya,Web,Ads
1581,2022-09-26,Nigeria,Android,Organic
1582,2022-04-30,South Africa,Web,Referral
1583,2022-03-30,Nigeria,iOS,Organic
1584,2022-11-25,Ghana,Android,Organic
1585,2022-03-09,Kenya,Android,Referral
1586,2022-12-23,Ghana,Android,Ads
1587,2022-04-08,Kenya,Web,Ads
1588,2022-09-24,Kenya,iOS,Ads
1589,2022-04-15,Ghana,iOS,Ads
1590,2022-11-19,Kenya,Web,Referral
1591,2022-05-03,Nigeria,iOS,Ads
1592,2022-01-29,Ghana,Android,Ads
1593,2022-05-17,Kenya,iOS,Organic
1594,2022-07-14,Ghana,iOS,Referral
1595,2022-08-14,Nigeria,Android,Organic
1596,2022-11-28,Kenya,Web,Referral
1597,2022-06-19,Nigeria,Web,Organic
1598,2022-01-09,Kenya,iOS,Referral
1599,2022-02-09,Kenya,Web,Organic
1600,2022-01-25,Ghana,Web,Organic
1601,2022-09-18,South Africa,Web,Referral
1602,2022-08-14,Ghana,Android,Organic
1603,2022-05-04,Nigeria,Web,Ads
1604,2022-02-07,Ghana,iOS,Ads
1605,2022-11-24,Nigeria,Web,Referral
1606,2022-09-08,Ghana,iOS,Referral
1607,2022-06-25,South Africa,Android,Organic
1608,2022-03-31,Ghana,Web,Organic
1609,2022-02-06,Ghana,iOS,Referral
1610,2022-11-12,Kenya,iOS,Referral
1611,2022-06-25,Kenya,Android,Organic
1612,2022-10-11,Nigeria,Android,Ads
1613,2022-03-22,South Africa,iOS,Ads
1614,2022-04-24,Kenya,Android,Ads
1615,2022-02-09,South Africa,iOS,Organic
1616,2022-10-28,Ghana,Web,Referral
1617,2022-08-12,Nigeria,iOS,Referral
1618,2022-11-14,Nigeria,Android,Organic
1619,2022-12-15,Kenya,Android,Referral
1620,2022-04-25,Ghana,Web,Ads
1621,2022-07-05,Ghana,Web,Organic
1622,2022-11-19,Nigeria,Web,Ads
1623,2022-02-25,South Africa,iOS,Referral
1624,2022-02-09,South Africa,Web,Referral
1625,2022-12-20,South Africa,Android,Ads
1626,2022-02-09,South Africa,Web,Ads
1627,2022-12-13,Kenya,Android,Ads
1628,2022-08-25,Nigeria,Web,Ads
1629,2022-10-16,Nigeria,iOS,Ads
1630,2022-09-19,South Africa,Web,Referral
1631,2022-08-04,South Africa,Web,Organic
1632,2022-05-27,Kenya,iOS,Referral
1633,2022-12-02,Nigeria,Web,Ads
1634,2022-06-17,Kenya,Android,Ads
1635,2022-04-02,Kenya,Web,Referral
1636,2022-12-19,South Africa,iOS,Referral
1637,2022-02-28,Kenya,Web,Ads
1638,2022-02-28,South Africa,Web,Ads
1639,2022-10-31,Ghana,iOS,Referral
1640,2022-06-18,South Africa,iOS,Ads
1641,2022-09-26,Nigeria,iOS,Referral
1642,2022-12-29,Ghana,Android,Referral
1643,2022-02-14,South Africa,Android,Referral
1644,2022-12-11,Nigeria,Web,Organic
1645,2022-06-30,South Africa,iOS,Organic
1646,2022-06-19,Kenya,iOS,Ads
1647,2022-12-22,Kenya,Web,Ads
1648,2022-07-10,South Africa,iOS,Ads
1649,2022-06-04,Nigeria,Android,Organic
1650,2022-07-07,Kenya,Android,Ads
1651,2022-01-07,Nigeria,Web,Referral
1652,2022-05-13,South Africa,Android,Referral
1653,2022-08-23,Kenya,Android,Organic
1654,2022-02-14,Kenya,Web,Organic
1655,2022-11-10,Nigeria,Web,Referral
1656,2022-09-06,Kenya,Android,Organic
1657,2022-01-31,Ghana,iOS,Organic
1658,2022-01-23,Nigeria,Android,Ads
1659,2022-06-09,Kenya,Android,Ads
1660,2022-12-29,Kenya,iOS,Referral
1661,2022-06-07,South Africa,iOS,Organic
1662,2022-02-08,South Africa,Web,Organic
1663,2022-03-23,South Africa,Android,Ads
1664,2022-12-22,Ghana,Android,Organic
1665,2022-09-15,Kenya,iOS,Referral
1666,2022-07-25,South Africa,Android,Ads
1667,2022-03-18,Kenya,Android,Ads
1668,2022-01-12,Kenya,Android,Referral
1669,2022-10-22,South Africa,iOS,Ads
1670,2022-08-12,Nigeria,Web,Organic
1671,2022-01-13,Nigeria,iOS,Ads
1672,2022-02-15,South Africa,Web,Organic
1673,2022-06-04,Ghana,Android,Organic
1674,2022-04-23,South Africa,Web,Referral
1675,2022-08-21,Kenya,iOS,Ads
1676,2022-01-17,South Africa,Web,Ads
1677,2022-12-26,Ghana,iOS,Organic
1678,2022-08-11,Ghana,Android,Organic
1679,2022-12-20,Nigeria,iOS,Organic
1680,2022-07-07,Nigeria,Android,Organic
1681,2022-12-10,Ghana,iOS,Organic
1682,2022-12-31,South Africa,Web,Ads
1683,2022-06-12,Kenya,iOS,Referral
1684,2022-11-22,Ghana,iOS,Organic
1685,2022-03-15,Ghana,Web,Ads
1686,2022-08-21,Kenya,Web,Organic
1687,2022-08-12,South Africa,iOS,Referral
1688,2022-11-15,South Africa,Android,Ads
1689,2022-03-01,Ghana,Android,Organic
1690,2022-12-01,Nigeria,iOS,Referral
1691,2022-08-10,Nigeria,iOS,Organic
1692,2022-02-06,South Africa,iOS,Organic
1693,2022-10-05,Nigeria,iOS,Referral
1694,2022-07-15,Ghana,Android,Ads
1695,2022-12-18,Nigeria,Android,Organic
1696,2022-08-30,Nigeria,Android,Referral
1697,2022-11-20,Kenya,Web,Referral
1698,2022-08-07,South Africa,Web,Organic
1699,2022-07-11,South Africa,Web,Organic
1700,2022-01-17,Kenya,Web,Organic
1701,2022-01-12,South Africa,iOS,Referral
1702,2022-07-12,Ghana,Web,Organic
1703,2022-01-22,Kenya,iOS,Organic
1704,2022-04-30,Ghana,Android,Referral
1705,2022-07-29,Nigeria,Android,Ads
1706,2022-11-02,Kenya,iOS,Organic
1707,2022-09-27,Nigeria,Android,Organic
1708,2022-07-11,Nigeria,iOS,Ads
1709,2022-06-24,Kenya,iOS,Ads
1710,2022-10-12,South Africa,Android,Referral
1711,2022-07-23,Ghana,Web,Referral
1712,2022-06-13,Kenya,Web,Ads
1713,2022-09-08,Ghana,iOS,Ads
1714,2022-08-15,Kenya,iOS,Referral
1715,2022-01-07,South Africa,Web,Organic
1716,2022-01-29,Kenya,Android,Organic
1717,2022-02-02,Kenya,Android,Ads
1718,2022-05-14,South Africa,iOS,Referral
1719,2022-03-20,South Africa,Web,Referral
1720,2022-02-27,Nigeria,Android,Ads
1721,2022-01-26,Nigeria,Android,Organic
1722,2022-08-14,Nigeria,iOS,Ads
1723,2022-10-12,South Africa,Android,Organic
1724,2022-01-04,South Africa,iOS,Organic
1725,2022-04-09,Nigeria,iOS,Organic
1726,2022-02-08,Ghana,Android,Organic
1727,2022-09-28,South Africa,Android,Organic
1728,2022-10-12,Kenya,iOS,Organic
1729,2022-06-06,South Africa,Android,Organic
1730,2022-03-16,Ghana,Android,Organic
1731,2022-10-15,South Africa,Android,Organic
1732,2022-05-10,Ghana,Web,Organic
1733,2022-06-24,Ghana,iOS,Organic
1734,2022-03-25,South Africa,Android,Referral
1735,2022-01-22,South Africa,Web,Ads
1736,2022-01-27,Ghana,Web,Ads
1737,2022-07-14,Kenya,Android,Organic
1738,2022-12-03,Nigeria,Android,Ads
1739,2022-08-24,Nigeria,Web,Ads
1740,2022-04-02,Nigeria,iOS,Organic
1741,2022-01-21,South Africa,Android,Organic
1742,2022-10-30,Kenya,iOS,Referral
1743,2022-12-23,Ghana,iOS,Referral
1744,2022-03-25,South Africa,Android,Referral
1745,2022-09-19,South Africa,Web,Referral
1746,2022-05-27,Kenya,Android,Ads
1747,2022-09-14,Kenya,Web,Ads
1748,2022-02-27,South Africa,iOS,Ads
1749,2022-01-15,Ghana,Android,Referral
1750,2022-06-11,Nigeria,Web,Organic
1751,2022-06-12,Ghana,Android,Ads
1752,2022-11-16,Nigeria,iOS,Ads
1753,2022-10-08,Kenya,iOS,Ads
1754,2022-10-07,Nigeria,Android,Ads
1755,2022-01-12,Kenya,iOS,Referral
1756,2022-10-01,Kenya,iOS,Organic
1757,2022-09-28,Ghana,Android,Organic
1758,2022-07-27,Kenya,Web,Ads
1759,2022-01-27,South Africa,iOS,Ads
1760,2022-03-13,Kenya,Android,Organic
1761,2022-03-01,Kenya,Web,Ads
1762,2022-05-25,South Africa,Web,Referral
1763,2022-04-03,Kenya,Web,Referral
1764,2022-11-05,Ghana,iOS,Organic
1765,2022-01-08,Nigeria,iOS,Referral
1766,2022-03-20,Ghana,Android,Organic
1767,2022-01-27,Kenya,Web,Referral
1768,2022-06-23,Nigeria,Web,Ads
1769,2022-02-19,South Africa,Android,Ads
1770,2022-07-18,Ghana,Web,Organic
1771,2022-12-15,Ghana,Android,Referral
1772,2022-06-30,South Africa,Android,Referral
1773,2022-01-24,Kenya,iOS,Referral
1774,2022-11-12,Ghana,Web,Organic
1775,2022-02-15,Ghana,Web,Ads
1776,2022-01-15,Nigeria,iOS,Referral
1777,2022-06-02,Kenya,Android,Referral
1778,2022-08-10,Ghana,Web,Referral
1779,2022-07-25,South Africa,iOS,Organic
1780,2022-09-30,South Africa,Android,Referral
1781,2022-08-24,Kenya,Web,Organic
1782,2022-12-06,South Africa,Web,Ads
1783,2022-08-16,South Africa,Android,Ads
1784,2022-01-09,Ghana,Web,Ads
1785,2022-06-15,Ghana,iOS,Referral
1786,2022-11-15,South Africa,Android,Organic
1787,2022-08-02,Nigeria,Android,Organic
1788,2022-04-27,Kenya,iOS,Organic
1789,2022-12-10,Nigeria,Android,Referral
1790,2022-03-13,Ghana,iOS,Ads
1791,2022-03-05,Ghana,iOS,Referral
1792,2022-07-24,Nigeria,Web,Organic
1793,2022-07-28,Ghana,Web,Ads
1794,2022-03-13,Nigeria,iOS,Organic
1795,2022-10-04,Ghana,iOS,Ads
1796,2022-10-01,South Africa,Web,Organic
1797,2022-11-16,South Africa,Web,Organic
1798,2022-12-04,South Africa,Web,Organic
1799,2022-04-05,South Africa,Android,Organic
1800,2022-06-15,Nigeria,iOS,Referral
1801,2022-02-01,Ghana,iOS,Organic
1802,2022-01-11,Nigeria,Web,Ads
1803,2022-10-28,Kenya,Android,Organic
1804,2022-08-05,Nigeria,Web,Referral
1805,2022-10-16,Nigeria,iOS,Ads
1806,2022-04-12,Nigeria,Android,Ads
1807,2022-09-24,Nigeria,iOS,Ads
1808,2022-08-02,Kenya,Android,Referral
1809,2022-06-28,Ghana,iOS,Organic
1810,2022-03-29,South Africa,Web,Organic
1811,2022-02-10,South Africa,Web,Ads
1812,2022-03-17,Nigeria,Android,Organic
1813,2022-02-15,Ghana,iOS,Referral
1814,2022-06-09,Ghana,Web,Referral
1815,2022-03-21,Nigeria,Android,Organic
1816,2022-11-06,Nigeria,iOS,Organic
1817,2022-03-27,Ghana,Android,Ads
1818,2022-04-02,South Africa,Web,Organic
1819,2022-05-28,South Africa,iOS,Referral
1820,2022-06-10,Kenya,Android,Referral
1821,2022-07-21,Nigeria,Web,Organic
1822,2022-08-30,Nigeria,iOS,Ads
1823,2022-12-19,Kenya,Android,Ads
1824,2022-01-02,Nigeria,Web,Referral
1825,2022-08-13,Nigeria,iOS,Organic
1826,2022-10-16,Nigeria,Web,Ads
1827,2022-08-21,South Africa,iOS,Referral
1828,2022-03-18,Nigeria,Android,Referral
1829,2022-04-26,Kenya,Android,Referral
1830,2022-06-03,Kenya,iOS,Ads
1831,2022-04-13,Ghana,Web,Referral
1832,2022-07-13,Nigeria,Web,Organic
1833,2022-06-15,Kenya,iOS,Ads
1834,2022-12-25,Kenya,Android,Organic
1835,2022-03-31,Nigeria,Web,Referral
1836,2022-06-23,Nigeria,iOS,Ads
1837,2022-05-02,Ghana,iOS,Ads
1838,2022-05-23,Ghana,Web,Referral
1839,2022-04-16,South Africa,Web,Ads
1840,2022-11-01,Nigeria,iOS,Ads
1841,2022-12-26,Ghana,Android,Ads
1842,2022-11-13,Nigeria,Web,Referral
1843,2022-05-03,South Africa,Android,Referral
1844,2022-01-09,Ghana,Android,Organic
1845,2022-09-19,South Africa,Android,Referral
1846,2022-03-14,South Africa,Android,Organic
1847,2022-12-25,Kenya,Web,Organic
1848,2022-08-11,Ghana,Android,Referral
1849,2022-02-10,Ghana,Android,Ads
1850,2022-07-23,South Africa,Android,Organic
1851,2022-09-21,Kenya,Web,Organic
1852,2022-11-24,Kenya,Android,Referral
1853,2022-06-27,South Africa,Web,Organic
1854,2022-12-14,Kenya,Web,Organic
1855,2022-11-14,South Africa,Android,Ads
1856,2022-03-25,Ghana,iOS,Referral
1857,2022-11-14,Ghana,Android,Organic
1858,2022-04-21,Ghana,Web,Ads
1859,2022-09-08,Ghana,Web,Ads
1860,2022-01-07,Ghana,Android,Organic
1861,2022-03-25,South Africa,iOS,Ads
1862,2022-07-27,Nigeria,Web,Ads
